request,indonesia_pct,global_median_pct,n_countries,RCA
Provide advanced statistical analysis and modeling for research projects,0.2606766500277315,0.139127588182339,16,1.8736517568757944
Provide advice for workplace conflicts and interpersonal challenges,0.1220188574597892,0.1652892561983471,22,0.7382140876317247
Provide assistance with energy systems and renewable technology analysis,0.1331114808652246,0.1524115235553564,21,0.873368875004245
Provide banking services information and financial institution assistance,0.2107598447032723,0.1852000063792379,25,1.1380120812290633
"Provide beauty, skincare, and grooming advice with product recommendations",0.2495840266222961,0.24688044496207034,32,1.010950975321845
Provide biblical study assistance and theological analysis of scriptures,0.3716028840820854,0.2059232934985126,22,1.8045694480152121
"Provide book information, recommendations, and reading management tools",0.14420410427066,0.25448353061661944,32,0.566653975293608
Provide chemistry and materials science education and research assistance,0.1109262340543538,0.0552353506243996,9,2.0082471243579536
Provide climate science and environmental education assistance,0.14420410427066,0.0878236727293331,14,1.6419730556599217
Provide comprehensive SEO optimization services for business websites,0.088740987243483,0.16876092098563245,23,0.5258384863343927
Provide comprehensive blockchain and cryptocurrency technology assistance,0.2273987798114254,0.2207398426220767,31,1.0301664489303335
Provide comprehensive business strategy and startup development guidance,0.2551303383250138,0.3006724303554274,39,0.8485325309787203
Provide comprehensive construction and engineering project support,0.1331114808652246,0.1763085399449036,27,0.7549916805324457
Provide comprehensive creative writing feedback and development assistance,0.21630615640599,0.3009235239182318,34,0.7188077342360434
Provide comprehensive debt and credit management advice and analysis,0.1331114808652246,0.1520421156660394,18,0.8754908485856908
Provide comprehensive dental and oral healthcare assistance,0.0998336106489184,0.10774769687718674,15,0.9265498339394762
Provide comprehensive fashion styling advice and clothing recommendations,0.0998336106489184,0.17898866489684445,23,0.5577649886737518
Provide comprehensive foreign language learning instruction and guidance,0.5102606766500277,0.3480387801837914,35,1.4661029336459879
Provide comprehensive guidance for traditional racket and ball sports,0.0831946755407653,0.0850219640073685,10,0.9785080421519687
Provide comprehensive life coaching and personal development guidance,0.2773155851358846,0.2169421487603305,25,1.2782927924358876
Provide comprehensive marketing analysis and strategic business consulting,0.3826955074875208,0.3348837209302325,40,1.1427713070807914
Provide comprehensive nutrition guidance and meal planning advice,0.3272323904603438,0.22594692007843692,28,1.4482710821937554
Provide comprehensive stock analysis and investment recommendations,0.2273987798114254,0.3617234524651388,36,0.6286536807655319
Provide comprehensive wedding and marriage planning assistance and content,0.1109262340543538,0.1106984676515765,13,1.0020575388947044
Provide comprehensive women's reproductive health information and guidance,0.3660565723793677,0.2070124879923151,25,1.768282560774579
Provide computer hardware purchasing advice and component recommendations,0.1552967276760954,0.1859082432839428,27,0.835340730098269
Provide computer science tutoring and programming homework help,0.1220188574597892,0.14036437034133364,17,0.8693007859691715
Provide cryptocurrency and financial trading advice and strategies,0.4880754298391569,0.2976817522185998,35,1.63958800363666
Provide economics education and concept explanations,0.4159733777038269,0.1871042026482441,26,2.2232177140662994
Provide educational information about religious topics and practices,0.8707709373266778,0.1800474670594975,23,4.83634094690667
Provide enterprise networking technical guidance and education,0.1719356627842485,0.2016269206702357,29,0.8527415992502918
Provide fitness training advice and exercise guidance,0.1386577925679423,0.1856222122737406,23,0.746989225424493
Provide food safety and storage guidance,0.1109262340543538,0.1421038039387518,16,0.7806000330727539
Provide gaming assistance and technical support across platforms,0.1164725457570715,0.3133261529423284,35,0.3717294093178035
Provide general historical information and educational content,0.28840820854132,0.15860916893515326,21,1.8183577310037768
Provide general investment advice and financial education guidance,0.1663893510815307,0.3684285106985971,38,0.4516190963778316
Provide general sports information and develop sports management tools,0.1774819744869661,0.332541567695962,34,0.5337136518500909
Provide geological and earth science technical assistance,0.2052135330005546,0.0781779401205962,13,2.624954465210967
Provide guidance on water systems management and infrastructure projects,0.1663893510815307,0.15935867693904077,21,1.0441185524223406
"Provide household cleaning, repair, and maintenance advice",0.0831946755407653,0.21281322707313016,26,0.3909281236178833
Provide immigration visa and international relocation guidance,0.0831946755407653,0.0954904851663152,14,0.871235237687458
Provide information about chemical products and substance properties,0.1164725457570715,0.1733909702209413,21,0.6717336295463241
Provide information about countries and geographical regions,0.1109262340543538,0.15064055234856638,23,0.7363636970586922
"Provide information about food ingredients, nutrition, and safety",0.1774819744869661,0.2019002375296912,27,0.8790577795177968
Provide information and advice about dietary supplements and vitamins,0.088740987243483,0.2375658057281867,32,0.3735427620632276
Provide information and analysis about political systems and governance,0.50471436494731,0.22397539647758896,34,2.2534366402954973
Provide information and assistance about wildlife biology and zoology,0.1774819744869661,0.1300812095937935,17,1.3643936356464679
Provide interior design and space planning advice for rooms and buildings,0.088740987243483,0.1378482228626321,16,0.6437586600729324
Provide legal guidance and assistance for active cases and disputes,0.1386577925679423,0.16530724760771304,19,0.8387883445799548
"Provide legal information, analysis, and educational assistance",0.2052135330005546,0.18519018944128765,26,1.1081231334104504
Provide medical guidance for digestive and urinary symptoms and conditions,0.1331114808652246,0.15836568954041985,21,0.8405323226989164
Provide medical guidance for musculoskeletal injuries and joint pain,0.0942872989462007,0.23497515189907295,30,0.4012649771014903
Provide military history research and military career assistance,0.0998336106489184,0.1112349646018221,18,0.8975020669650401
Provide mobile app development strategy and high-level technical guidance,0.1386577925679423,0.2952623808884713,39,0.46960873291988103
"Provide music education, theory instruction, and creative assistance",0.14420410427066,0.1764766946953181,24,0.8171283155525108
Provide neuroscience research and brain-related academic assistance,0.088740987243483,0.1468716341917164,20,0.6042078018117948
Provide parenting advice and child development guidance,0.1941209095951192,0.22009962310459108,26,0.8819683871192873
Provide personal advice for romantic relationship problems and conflicts,0.2052135330005546,0.2771699489423778,39,0.7403888256414747
Provide personal financial planning advice and guidance,0.0831946755407653,0.2346291260065056,25,0.3545794887309027
Provide personal medical guidance and symptom evaluation for health concerns,0.1053799223516361,0.2166377816291161,25,0.4864337215751523
Provide plant care advice and botanical information,0.2939545202440377,0.2310803004043905,27,1.2720881863560731
Provide practical electrical systems advice and installation guidance,0.0998336106489184,0.1094874618193581,18,0.9118268794433515
Provide privacy and data protection guidance and technical assistance,0.088740987243483,0.128772185207995,18,0.6891316405025438
Provide professional mental health and therapy-related assistance,0.2107598447032723,0.2966976264189886,35,0.7103523113651161
Provide professional travel industry business and marketing assistance,0.1663893510815307,0.1244048784580757,21,1.3374825259574021
Provide project management guidance and create project documentation,0.14420410427066,0.2346577576263771,35,0.6145294565554583
Provide psychology and personality assessment analysis and education,0.1719356627842485,0.14165354799421703,19,1.2137759005603426
"Provide recipes, cooking advice, and meal planning assistance",0.1164725457570715,0.2939481268011527,28,0.39623503311474334
Provide sexual health information and intimate relationship advice,0.1164725457570715,0.1205571565802113,19,0.9661188855228006
Provide software development methodology and architecture guidance,0.1386577925679423,0.23349710460484135,34,0.5938308862655908
Provide strategic career guidance and professional development advice,0.160843039378813,0.2280631734990592,25,0.7052565169162505
Provide strategies and advice for making money and generating income,0.1497504159733777,0.1497504159733777,22,1.0
Provide tax advice and assistance with tax calculations and compliance,0.2551303383250138,0.2911490683229814,28,0.876287668700314
Provide technical agricultural research and crop farming system analysis,0.4658901830282861,0.14222200256289724,22,3.2757954088169137
Provide technical construction engineering and building design assistance,0.0942872989462007,0.14447244923060226,19,0.6526316917054709
Provide technical consultation on materials science and engineering topics,0.160843039378813,0.13523626203741473,21,1.1893484554779683
Provide technical guidance on data engineering and analytics projects,0.14420410427066,0.1829535059459889,25,0.7882008247124359
Provide translation assistance with explanations and language instruction,0.3327787021630615,0.4203518371853025,35,0.7916670577470644
"Provide transportation routing, scheduling, and transit system information",0.1220188574597892,0.2353679585752393,23,0.5184174523941577
Provide web development technical guidance and programming assistance,0.21630615640599,0.2314049586776859,32,0.9347516044687426
Redesign and improve user interface layouts and visual styling,0.1885745978924015,0.155714730613516,24,1.2110260676650026
Refactor and optimize existing code for better structure and performance,0.1663893510815307,0.19909967341891993,27,0.8357088096846629
Reformat and improve existing academic texts and papers,0.4936217415418746,0.1983471074380165,28,2.488676280273618
Reformat and restructure document layouts and visual presentation styles,0.2052135330005546,0.2203856749311294,30,0.9311564059900168
Remove or disable unwanted features and components from existing code,0.0998336106489184,0.1599744040953447,28,0.6240599001663891
Respond to basic greetings and casual conversation openers,0.1053799223516361,0.1767574150167116,29,0.5961838847986825
"Respond to incomplete, unclear, or contextually insufficient user requests",0.2551303383250138,0.27868583799514757,37,0.9154765098951892
"Review and evaluate existing code for quality, errors, and improvements",0.160843039378813,0.1842142553492985,28,0.8731302529971414
Review and improve existing React application code and components,0.2273987798114254,0.2163828909251897,32,1.050909241664787
Revise and improve existing professional email drafts,0.0831946755407653,0.5661903478026422,49,0.14693764360985642
Rewrite and improve existing marketing copy and promotional content,0.1719356627842485,0.2919087430919654,34,0.5890048409070106
Rewrite and improve existing messages for better wording and tone,0.0998336106489184,0.3534489281906557,45,0.28245554784952304
Rewrite existing text to sound more natural and human-like,0.2606766500277315,0.3169492084328634,39,0.8224555956982248
Solve advanced calculus and differential equations problems,0.2384914032168607,0.1386444835492987,20,1.7201651094329966
Solve and explain mathematical homework problems and academic exercises,0.6821963394342762,0.2281572943229096,31,2.990026426543996
Solve geometry and trigonometry problems with visual diagrams,0.232945091514143,0.11262964765015834,15,2.068239547705053
Solve math word problems with real-world applications and scenarios,0.1996672212978369,0.12479588816083631,12,1.5999503208030925
Solve physics and engineering mechanics calculation problems,0.1109262340543538,0.10734648321997545,17,1.0333476302809352
Summarize documents and written content into condensed formats,0.4769828064337215,0.2238911718860705,28,2.1304225727865655
Translate religious and spiritual texts between languages,0.1552967276760954,0.10853946322711194,11,1.4307858456158646
"Translate text, documents, and multimedia content between languages",0.4381586245146977,0.7215255930950581,49,0.6072669198540432
"Translate texts between Chinese, Korean, and English languages",0.088740987243483,0.24669462155578814,23,0.3597199918013409
Troubleshoot Docker container deployment and configuration issues,0.1164725457570715,0.2044059317761279,28,0.5698100086676353
Troubleshoot WiFi connectivity and configure wireless networking systems,0.088740987243483,0.1214149767014504,18,0.7308899581778112
Troubleshoot and fix database errors and SQL query failures,0.3882418191902385,0.3882418191902385,45,1.0
Troubleshoot enterprise server and infrastructure system errors,0.1885745978924015,0.27620778009460767,37,0.6827273215396404
Verify and correct existing quiz and exam questions,0.2273987798114254,0.1309436124069072,16,1.7366160565723805
Write and debug game development scripts and code,0.1996672212978369,0.2700712005892462,35,0.7393132657691726
Write and edit biographical content for individuals and historical figures,0.1497504159733777,0.1040632562867725,14,1.4390325780379458
Write and edit food-related academic and professional content,0.3494176372712146,0.09436946499292055,12,3.7026556979784444
"Write and improve resume content, bios, and professional profiles",0.1996672212978369,0.2813575467832772,40,0.7096565334059999
Write and improve social media captions for existing posts,0.3937881308929561,0.15705738320100093,23,2.50728824629014
Write complete original stories with specific formatting requirements,0.2551303383250138,0.2551303383250138,30,1.0
Write complete romantic stories and novels with detailed specifications,0.2939545202440377,0.1699912866463461,21,1.7292328685974805
Write complete video scripts for YouTube and online video content,0.1663893510815307,0.20904634857818535,25,0.7959447855139142
Write product listings and descriptions for e-commerce platforms,0.0831946755407653,0.1304474010327484,18,0.6377641477109961
Assist with game development programming and general gaming support,0.6378258458125347,1.3326130019809113,93,0.47862796240500066
Build educational technology systems for academic management and assessment,0.5712701053799224,0.3458756679198972,44,1.6516631794758838
"Compare and analyze differences between concepts, items, or create assessments",0.5158069883527454,0.6938964013891968,72,0.7433487006418937
Create and analyze humorous content and jokes,0.1109262340543538,0.1811416821697836,23,0.6123727721065488
"Create and modify automation scripts for file management, web scraping, and workflow tasks",0.2828618968386023,0.38759487782862156,46,0.7297874998329368
"Create and modify professional presentations, diagrams, and visual graphics",1.4420410427066,0.7898839158638675,72,1.8256366710917158
Create comprehensive K-12 educational materials and teaching resources,4.059900166389351,1.4722563669991025,97,2.757604081322221
Create comprehensive business marketing and promotional content materials,1.264559068219634,1.2521588946459412,89,1.0099030351712663
Create interactive romantic roleplay scenarios with character persona adoption,0.1275651691625069,0.2210571064191582,28,0.577068845371674
Debug and fix software code errors across multiple programming languages,4.065446478092069,4.407330085826954,133,0.9224284087923635
Debug and fix web application errors and technical issues,1.4364947310038825,1.198501872659176,94,1.1985752911813643
Design and improve web interface components and modern website layouts,1.2368275097060455,0.6482159968434699,65,1.9080484217126048
Develop AI-powered medical diagnostic and healthcare technology systems,0.4547975596228508,0.5359300738887058,57,0.8486136191664746
Develop and customize AI chatbot systems and conversation styles,0.7487520798668885,0.7525083612040134,79,0.995008319467554
Develop automated trading systems and technical analysis strategies,0.5490848585690515,0.39075269960588,50,1.4051978633106519
Draft professional business communications and formal documents,1.36993899057127,1.6129032258064515,97,0.8493621741541875
Edit and improve existing written content and documents,3.0615640599001663,3.0930070234691778,119,0.9898341764727892
Extract and analyze information from documents and text sources,1.087077093732668,0.8943513908812195,73,1.2154921486302521
Extract and transcribe text from images using OCR technology,0.3272323904603438,0.23057139507771124,41,1.4192237087781603
"Fix and improve web and mobile application UI layouts, styling, and components",2.756516916250693,1.9641541861036087,112,1.4034116749861345
Help build complete web applications and websites from scratch,1.5973377703826956,1.317027281279398,97,1.2128357499405753
"Help create and debug animations, visual effects, and interactive graphics",0.3660565723793677,0.5209761447765286,62,0.702635957614502
Help create and manage professional technical documentation and writing,0.7598447032723239,0.8198961464881116,76,0.9267572564244776
Help create and optimize comprehensive digital marketing content and strategies,1.4919578480310594,1.7414464249129278,101,0.856734853675247
Help develop business technology systems and e-commerce applications,0.5102606766500277,0.4604630504718259,57,1.1081468450664507
Help develop complete mobile applications with UI design and Flutter implementation,0.8319467554076538,0.7028482357942468,73,1.1836790832483495
Help develop multimedia communication systems and streaming applications,0.4104270660011093,0.4104270660011093,46,1.0
Help develop scheduling and calendar management systems,0.343871325568497,0.3206895516217839,41,1.0722872754334487
"Help develop, debug, and implement machine learning and AI systems",0.6378258458125347,1.059220028887819,80,0.6021655826148338
"Help develop, debug, and modify web applications and frontend components",1.846921797004992,1.5567765567765568,101,1.186375648429089
Help discover and access entertainment content across multiple media platforms,0.4769828064337215,1.015230121996309,81,0.46982727964749615
Help implement OAuth authentication and API token management for web applications,0.3105934553521908,0.41516661603659144,52,0.7481176071363506
Help implement cybersecurity measures and privacy protection controls,0.1719356627842485,0.314616328054178,45,0.5464931329140699
Help implement multilingual features and communicate in specific languages,0.1885745978924015,0.3305832866415007,29,0.5704299204239572
Help implement search engines and filtering functionality for software applications,0.1220188574597892,0.2406738868832731,32,0.5069883527454243
Help optimize business workflows and project management systems,0.7376594564614531,1.2375721337690329,87,0.5960537057463529
Help optimize system performance and troubleshoot technical infrastructure issues,0.4326123128119801,0.6574621959237344,69,0.6580033277870216
Help plan celebrations and create content for weddings and birthdays,0.271769273433167,0.276805318504263,35,0.9818065451259801
Help process and manipulate files including CSV data and PDF documents,0.3716028840820854,0.5454948001442168,61,0.6812216798104066
Help research and recommend consumer products across various categories for purchase decisions,0.7931225734886301,1.3123359580052494,90,0.6043594009983362
Help set up and troubleshoot software development environments and tools,0.6267332224070993,1.2960751202484417,86,0.48356242058482085
Help solve math problems and perform calculations,0.3327787021630615,0.2606239991437404,34,1.2768536407099103
"Help with API development, integration, and debugging",0.4215196894065446,0.5708250757251325,66,0.7384393351519785
"Help with Docker containerization, deployment, and development workflows",0.2107598447032723,0.4199312327377262,52,0.5018913295141951
Help with Linux system administration and server management tasks,0.4769828064337215,1.0624887448226186,81,0.4489297498519415
Help with academic applications and professional document formatting,0.687742651136994,0.4207492795389049,51,1.63456643797628
"Help with academic research, writing, and educational content across multiple disciplines",7.958957293399889,3.561038749839267,125,2.2350100216570596
"Help with automation systems, robotics programming, and embedded device development",0.2773155851358846,0.3816508967396376,46,0.726621075713257
Help with basic numerical tasks and number-related requests,0.232945091514143,0.1738163109226169,24,1.340179700499168
Help with cloud infrastructure deployment and development platform configuration,0.2551303383250138,0.55305004565473,66,0.4613151021856927
Help with comprehensive YouTube and TikTok video content creation and management,0.6766500277315586,0.5326777299733662,63,1.270280302060668
Help with creative writing across multiple genres and provide feedback,0.8374930671103715,0.6249063835218679,64,1.3401896495126209
"Help with cross-platform mobile app development, debugging, and feature implementation",1.2590127565169162,1.1771937803803405,92,1.069503405046993
Help with cybersecurity implementation and threat analysis tasks,0.2828618968386023,0.3587736361577447,50,0.7884132732490808
"Help with data analysis, statistical modeling, and business reporting tasks",1.497504159733777,1.497504159733777,91,1.0
"Help with date calculations, formatting, and datetime programming tasks",0.1830282861896838,0.1667552923566334,23,1.0975860712009546
Help with file system operations and data deletion tasks,0.1552967276760954,0.29635366158516707,42,0.5240250005531507
Help with financial technology systems and payment processing solutions,0.6932889628397115,0.6218804886292709,69,1.1148266837697978
Help with game development programming and mobile gaming projects,0.2995008319467554,0.3215856139660037,42,0.9313253421168803
"Help with git, GitHub, and software version management",0.28840820854132,0.5758157389635317,69,0.500868922166759
"Help with job applications, resumes, and career documents",1.192457016084304,1.4202300496599713,81,0.8396224374845467
Help with medical education applications and exam preparation,0.1053799223516361,0.17617365217265774,17,0.5981593788403685
Help with supply chain operations and inventory management systems,0.2773155851358846,0.26317478262978883,40,1.0537316013517444
"Help with time calculations, duration tracking, and timer programming",0.1109262340543538,0.142539483436912,20,0.7782140876317246
Help with visual design and graphics creation tasks,0.4270660011092623,0.4661511632006005,52,0.9161534601287296
Process and analyze visual media content including images and video files,1.087077093732668,0.9388389424488914,79,1.157895187961748
Process meeting transcripts into summaries and structured documentation,0.0831946755407653,0.20652550193270144,26,0.4028300367858454
"Proofread and correct grammar, spelling, and punctuation in documents",0.3826955074875208,0.7232084155161078,65,0.5291635153531992
"Provide astrological readings, tarot services, and fortune-telling business content",0.0942872989462007,0.2233049127080796,31,0.4222356678263497
Provide comprehensive blockchain and cryptocurrency technology assistance,0.2273987798114254,0.2207398426220767,31,1.0301664489303335
Provide comprehensive business consulting and strategic development assistance,1.7415418746533555,2.0610967979389034,107,0.8449587988273511
Provide comprehensive cloud infrastructure and web hosting technical guidance,0.1774819744869661,0.4247411733474914,53,0.4178591236827508
"Provide comprehensive cooking, nutrition, and meal planning assistance",0.9539656128674432,1.578741617081882,92,0.6042569617127952
Provide comprehensive database development and management assistance,1.7581808097615088,2.0531400966183577,109,0.856337476754429
Provide comprehensive financial advice and assistance across multiple domains,1.674986134220743,2.028272894898586,103,0.8258189213264089
Provide comprehensive home maintenance and household management advice,0.6655574043261231,0.9606375879127735,79,0.6928288177565628
Provide comprehensive information about AI systems and their capabilities,0.9206877426511372,1.2156580211335255,84,0.7573575188461744
Provide comprehensive job search and career advancement support,0.4658901830282861,0.8314273225376883,71,0.5603498590908618
Provide comprehensive legal assistance and document drafting across multiple practice areas,1.1480865224625625,1.795370242866079,100,0.6394706200709828
Provide comprehensive medical and healthcare guidance across multiple specialties,1.963394342762063,2.6245443499392467,114,0.7480896037468416
Provide comprehensive multi-technology programming development assistance and technical guidance,3.8546866333887966,3.6561264822134394,126,1.0543088845917463
Provide comprehensive personal finance management tools and advice,0.2995008319467554,0.4063504063504063,48,0.7370506520140852
Provide comprehensive personal style and beauty advice with product recommendations,0.4492512479201331,0.5144962803309463,62,0.8731865809236856
Provide comprehensive travel planning and booking assistance,0.3716028840820854,1.3123359580052494,84,0.2831613976705491
Provide educational assistance and tutoring across multiple academic subjects and disciplines,4.326123128119801,2.7184871028297293,117,1.59137158444366
Provide immigration and citizenship application guidance,0.1386577925679423,0.2387127761767531,31,0.5808561853651024
Provide parenting advice and child development guidance,0.1941209095951192,0.22009962310459108,26,0.8819683871192873
Provide personal relationship advice and life guidance support,1.0759844703272323,1.2364027634652963,91,0.8702540160226949
Provide pet care advice for dogs and cats,0.0831946755407653,0.317735413056037,36,0.26183633338375406
"Provide programming education, tutoring, and software development guidance",0.7653910149750416,1.0567170944529434,85,0.7243102425358987
Provide religious and spiritual education across diverse traditions and practices,1.9023849140321687,0.6490170569419805,73,2.931178608765338
"Provide sports training advice, fitness guidance, and sports-related tools and analysis",0.5934553521907932,0.9470090100318798,79,0.6266628362604653
Provide technical assistance and computational support for scientific research projects,1.4531336661120355,1.2758060774762237,87,1.1389925881107246
Provide technical expertise and academic assistance across scientific and professional domains,0.6433721575152523,0.5851505756657123,65,1.0994984612008674
Provide technical support for networking and telecommunications system configuration,0.4215196894065446,0.5502458542668139,68,0.766057001861844
"Provide technical troubleshooting and support for software, hardware, and system issues",1.2201885745978924,1.848112273878184,106,0.6602350906080934
Provide technical troubleshooting support for hardware and equipment problems,0.4437049362174154,0.7678676904902539,79,0.5778403515508341
Provide translation services and comprehensive language learning assistance across multiple languages,1.9301164725457567,2.8416279445665795,109,0.6792291285832455
"Solve advanced mathematics, physics, and engineering problems",1.136993899057127,0.8052610387867399,72,1.4119569236457759
"Solve advanced programming problems across algorithms, geometry, graphs, and competitive coding",0.1719356627842485,0.3867619700381866,46,0.44455162633304557
Write complete creative works across multiple literary formats with detailed specifications,0.8153078202995009,0.5199306759098787,52,1.5681087077093732
"Analyze and process data from documents, visual media, and business sources",3.671658347199112,3.225806451612903,126,1.1382140876317248
Assist with creative writing across multiple genres including humor and romantic roleplay,1.891292290626733,1.5314659609710004,95,1.2349554863286618
Assist with game development programming and mobile gaming projects,0.93732667775929,1.634359559103003,97,0.5735131370196958
Create comprehensive K-12 educational materials and teaching resources,4.059900166389351,1.4722563669991025,97,2.757604081322221
Create comprehensive digital marketing strategies and promotional content,2.756516916250693,3.0180313048798135,123,0.913349345248248
"Help create visual content, graphics, and multimedia for digital platforms",2.9728230726566838,2.4192024192024197,116,1.228844287298946
Help develop and debug complete web applications and user interfaces,9.384359400998337,7.222222222222221,150,1.2993728401382314
Help develop and debug cross-platform mobile applications with Flutter,2.0909595119245705,1.8800419331258562,110,1.1121876991584074
"Help edit, improve, and create professional written documents and communications",6.344980587909041,6.83111954459203,147,0.9288346582855735
Help implement cybersecurity measures and secure authentication systems,0.7653910149750416,1.0660842627754243,88,0.7179460777166305
"Help plan and organize events, schedules, and travel arrangements",0.9872434830837492,1.7757158854583268,98,0.5559692804285149
Help with Docker containerization and cloud infrastructure deployment,0.6433721575152523,1.3556297965341804,91,0.4745928122560491
"Help with automation scripts, robotics programming, and workflow optimization tasks",1.7803660565723791,2.588442287838532,117,0.687813695880802
"Help with job applications, resumes, and career advancement",1.6583471991125902,2.0615311237285354,102,0.8044250120819244
Provide business operations support and strategic consulting services,2.01885745978924,2.393340270551509,110,0.8435313125467215
Provide comprehensive domestic life and household management guidance,1.702717692734332,2.82258064516129,109,0.6032485539973063
Provide comprehensive financial guidance and investment assistance across multiple domains,3.36661120354964,4.429559823762851,135,0.760032901122385
Provide comprehensive legal assistance including immigration and document services,1.286744315030505,2.0734196751046676,104,0.6205903852849034
Provide comprehensive software development assistance across multiple programming domains and technologies,15.929007210205212,17.351154313487243,165,0.9180373203080454
Provide educational tutoring and academic assistance across multiple subjects and disciplines,10.005546311702718,7.332147913436257,147,1.3646132661027504
Provide medical and sports training guidance,2.5568496949528563,3.5615568932179436,122,0.7179022465769703
Provide multilingual translation services and language learning assistance,2.118691070438159,3.142903508029238,113,0.6741190319796637
"Provide personalized lifestyle advice and recommendations across relationships, spirituality, entertainment, beauty, and parenting",2.2906267332224077,3.025994222709043,117,0.7569831812737923
Provide technical IT support and troubleshooting assistance,3.2279534109816974,5.054678007290401,136,0.6386071291437349
Provide technical and academic assistance across scientific research and educational domains,10.055463117027177,5.2987598647125145,141,1.8977012308091714
Translate religious and spiritual texts between languages,2.800658978583196,0.10853946322711194,11,25.80314012354193
Create comprehensive business marketing and promotional content materials,2.471169686985173,1.2521588946459412,89,1.9735272396750554
Debug and fix software code errors across multiple programming languages,3.789126853377265,4.407330085826954,133,0.8597329402583889
Edit and improve existing written content and documents,3.459637561779242,3.0930070234691778,119,1.1185353073976678
"Help with academic research, writing, and educational content across multiple disciplines",3.130148270181219,3.561038749839267,125,0.8789986546264072
"Help with job applications, resumes, and career documents",2.471169686985173,1.4202300496599713,81,1.7399784546009398
Provide comprehensive business consulting and strategic development assistance,2.471169686985173,2.0610967979389034,107,1.1989585784890562
Provide comprehensive medical and healthcare guidance across multiple specialties,3.130148270181219,2.6245443499392467,114,1.1926444566477514
Provide comprehensive multi-technology programming development assistance and technical guidance,2.6359143327841847,3.6561264822134394,126,0.720958190480431
Provide translation services and comprehensive language learning assistance across multiple languages,3.130148270181219,2.8416279445665795,109,1.101533462945532
"Analyze and process data from documents, visual media, and business sources",2.9654036243822075,3.225806451612903,126,0.9192751235584844
Create comprehensive digital marketing strategies and promotional content,4.448105436573312,3.0180313048798135,123,1.4738433724597988
"Help create visual content, graphics, and multimedia for digital platforms",2.800658978583196,2.4192024192024197,116,1.157678644975288
Help develop and debug complete web applications and user interfaces,3.130148270181219,7.222222222222221,150,0.43340514510201494
"Help edit, improve, and create professional written documents and communications",8.072487644151565,6.83111954459203,147,1.1817224967966318
"Help with automation scripts, robotics programming, and workflow optimization tasks",2.471169686985173,2.588442287838532,117,0.9546937548484857
"Help with job applications, resumes, and career advancement",3.130148270181219,2.0615311237285354,102,1.5183609086240504
Provide business operations support and strategic consulting services,2.6359143327841847,2.393340270551509,110,1.1013537712198267
Provide comprehensive domestic life and household management guidance,3.9538714991762767,2.82258064516129,109,1.4008001882795953
Provide comprehensive financial guidance and investment assistance across multiple domains,4.612850082372323,4.429559823762851,135,1.041378887722927
Provide comprehensive software development assistance across multiple programming domains and technologies,14.662273476112023,17.351154313487243,165,0.8450315875938512
Provide educational tutoring and academic assistance across multiple subjects and disciplines,8.237232289950576,7.332147913436257,147,1.1234405507362637
Provide medical and sports training guidance,3.9538714991762767,3.5615568932179436,122,1.110152559041074
Provide multilingual translation services and language learning assistance,3.459637561779242,3.142903508029238,113,1.1007775303762388
"Provide personalized lifestyle advice and recommendations across relationships, spirituality, entertainment, beauty, and parenting",3.130148270181219,3.025994222709043,117,1.0344197773711978
Provide technical IT support and troubleshooting assistance,6.095551894563426,5.054678007290401,136,1.205922886833101
Provide technical and academic assistance across scientific research and educational domains,4.118616144975288,5.2987598647125145,141,0.7772792597006554
