occ_code,title,JobFamily,major_group_title,observed_exposure,salary_pct,forecast_risk,auto_prob,job_zone_norm,urgency_score,retraining_label
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.0,0.8139880952380952,0.8348214285714286,-0.01,1.0,0.20670535714285715,Low
25-1063,"Economics Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.0,0.9345238095238095,0.8013392857142857,-0.01,1.0,0.19833482142857142,Low
25-1064,"Geography Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.0,0.8511904761904762,0.9553571428571429,-0.01,1.0,0.23683928571428572,Low
25-1065,"Political Science Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.0,0.8645833333333334,0.7477678571428572,-0.01,1.0,0.1849419642857143,Low
25-1066,"Psychology Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.3219,0.8258928571428571,0.5327380952380952,-0.01,1.0,0.2599445238095238,Low
25-1067,"Sociology Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.0,0.8110119047619048,0.7864583333333334,-0.01,1.0,0.19461458333333334,Low
25-1071,"Health Specialties Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.3045,0.9241071428571429,0.17261904761904767,-0.01,1.0,0.16295476190476194,Low
25-1072,"Nursing Instructors and Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.1909,0.8065476190476191,0.42782738095238093,-0.01,1.0,0.18131684523809521,Low
25-1081,"Education Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.2621,0.7336309523809523,0.44047619047619047,-0.01,1.0,0.2129590476190476,Low
25-1082,"Library Science Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.018,0.7872023809523809,0.9389880952380952,-0.01,1.0,0.23994702380952382,Low
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.0,0.6919642857142857,0.7730654761904762,-0.01,1.0,0.19126636904761904,Low
25-1112,"Law Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.0,0.9568452380952381,0.7135416666666667,-0.01,1.0,0.17638541666666668,Low
25-1113,"Social Work Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.0,0.7574404761904762,0.8013392857142857,-0.01,1.0,0.19833482142857142,Low
25-1121,"Art, Drama, and Music Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.2142,0.7678571428571429,0.34672619047619047,-0.01,1.0,0.17036154761904762,Low
25-1122,"Communications Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.2111,0.7604166666666666,0.6279761904761905,-0.01,1.0,0.23943404761904763,Low
25-1123,"English Language and Literature Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.3618,0.7462797619047619,0.44494047619047616,-0.01,1.0,0.253955119047619,Low
25-1124,"Foreign Language and Literature Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.2403,0.75,0.6391369047619048,-0.01,1.0,0.2539042261904762,Low
25-1125,"History Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.0994,0.8154761904761905,0.6934523809523809,-0.01,1.0,0.21112309523809525,Low
25-1126,"Philosophy and Religion Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.2197,0.7961309523809523,0.6346726190476191,-0.01,1.0,0.24454815476190478,Low
25-1192,"Family and Consumer Sciences Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.0,0.7827380952380952,0.9836309523809523,-0.01,1.0,0.24390773809523808,Low
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.1138,0.7068452380952381,0.7604166666666666,-0.01,1.0,0.23362416666666666,Low
25-1194,"Career/Technical Education Teachers, Postsecondary","Education, Training, and Library",Educational Instruction and Library Occupations,0.1563,0.5684523809523809,0.37648809523809523,-0.01,0.6,0.2146420238095238,Low
25-2011,"Preschool Teachers, Except Special Education","Education, Training, and Library",Educational Instruction and Library Occupations,0.0,0.14434523809523808,0.09226190476190477,0.006999999999999999,0.6,0.08446547619047619,Low
25-2012,"Kindergarten Teachers, Except Special Education","Education, Training, and Library",Educational Instruction and Library Occupations,0.0,0.6101190476190477,0.28645833333333337,0.15,0.8,0.13161458333333334,Low
25-2021,"Elementary School Teachers, Except Special Education","Education, Training, and Library",Educational Instruction and Library Occupations,0.103,0.6465773809523809,0.044642857142857095,0.004,0.8,0.08316071428571427,Low
25-2022,"Middle School Teachers, Except Special and Career/Technical Education","Education, Training, and Library",Educational Instruction and Library Occupations,0.2972,0.6547619047619048,0.11011904761904767,-0.01,0.8,0.17440976190476193,Low
25-2023,"Career/Technical Education Teachers, Middle School","Education, Training, and Library",Educational Instruction and Library Occupations,0.0,0.6592261904761905,0.8794642857142857,0.26,0.8,0.3018660714285714,Low
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education","Education, Training, and Library",Educational Instruction and Library Occupations,0.2901,0.6741071428571429,0.0669642857142857,-0.01,0.8,0.16078107142857143,Low
25-2032,"Career/Technical Education Teachers, Secondary School","Education, Training, and Library",Educational Instruction and Library Occupations,0.0,0.6711309523809523,0.49627976190476186,0.009000000000000001,0.8,0.15586994047619046,Low
25-2051,"Special Education Teachers, Preschool","Education, Training, and Library",Educational Instruction and Library Occupations,0.0058,0.6130952380952381,0.7269345238095238,-0.01,1.0,0.18205363095238095,Low
25-2059,"Special Education Teachers, All Other","Education, Training, and Library",Educational Instruction and Library Occupations,0.0257,0.6279761904761905,0.6279761904761905,-0.01,0.6,0.22527404761904762,Low
25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors","Education, Training, and Library",Educational Instruction and Library Occupations,0.0636,0.5773809523809523,0.46502976190476186,0.19,0.8,0.2096974404761905,Low
25-3021,Self-Enrichment Teachers,"Education, Training, and Library",Educational Instruction and Library Occupations,0.0662,0.3273809523809524,0.10565476190476186,0.13,0.6,0.13889369047619046,Low
25-4011,Archivists,"Education, Training, and Library",Educational Instruction and Library Occupations,0.1348,0.5535714285714286,0.8668154761904762,0.76,1.0,0.42262386904761906,Medium
25-4012,Curators,"Education, Training, and Library",Educational Instruction and Library Occupations,0.4123,0.5788690476190477,0.7730654761904762,0.006999999999999999,1.0,0.35958636904761904,Medium
25-4013,Museum Technicians and Conservators,"Education, Training, and Library",Educational Instruction and Library Occupations,0.0,0.42410714285714285,0.7604166666666666,0.59,0.8,0.3381041666666666,Medium
25-4031,Library Technicians,"Education, Training, and Library",Educational Instruction and Library Occupations,0.054,0.21875,0.2946428571428571,0.99,0.6,0.3532607142857143,Medium
25-9021,Farm and Home Management Educators,"Education, Training, and Library",Educational Instruction and Library Occupations,0.0,0.5252976190476191,0.8668154761904762,0.008,1.0,0.21830386904761903,Low
25-9031,Instructional Coordinators,"Education, Training, and Library",Educational Instruction and Library Occupations,0.3043,0.7321428571428571,0.2299107142857143,-0.01,1.0,0.1771976785714286,Low
27-1011,Art Directors,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.2098,0.90625,0.34672619047619047,0.02,0.8,0.2046015476190476,Low
27-1012,Craft Artists,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.0539,0.22470238095238096,0.8504464285714286,0.04,0.6,0.3021716071428572,Low
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators","Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.3565,0.5193452380952381,0.6346726190476191,0.04,0.6,0.3692681547619048,Medium
27-1014,Special Effects Artists and Animators,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.3571,0.7991071428571429,0.40625,0.015,0.8,0.2774025,Low
27-1021,Commercial and Industrial Designers,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.0437,0.7462797619047619,0.5461309523809523,0.04,0.8,0.19201273809523808,Low
27-1022,Fashion Designers,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.0568,0.8005952380952381,0.671875,0.02,0.6,0.25468875,Low
27-1023,Floral Designers,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.0,0.08928571428571429,0.5572916666666667,0.05,0.4,0.2393229166666667,Low
27-1024,Graphic Designers,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.3672,0.5349702380952381,0.1696428571428571,0.08,0.8,0.23529071428571427,Low
27-1025,Interior Designers,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.0,0.5714285714285714,0.4174107142857143,0.02,0.8,0.13835267857142858,Low
27-1026,Merchandise Displayers and Window Trimmers,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.0,0.10863095238095238,0.2433035714285714,0.48,0.6,0.21682589285714285,Low
27-1027,Set and Exhibit Designers,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.0,0.5892857142857143,0.8013392857142857,0.006,1.0,0.20153482142857143,Low
27-2011,Actors,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.1011,0.002976190476190476,0.42782738095238093,0.37,0.4,0.3113968452380952,Low
27-2012,Producers and Directors,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.092,0.7916666666666666,0.25520833333333337,-0.01,0.8,0.12860208333333334,Low
27-2021,Athletes and Sports Competitors,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.0,0.5401785714285714,0.7269345238095238,0.28,0.4,0.32773363095238095,Low
27-2022,Coaches and Scouts,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.0,0.21428571428571427,0.11235119047619047,0.013000000000000001,0.8,0.060687797619047607,Low
27-2023,"Umpires, Referees, and Other Sports Officials","Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.0,0.08630952380952381,0.6160714285714286,0.98,0.6,0.41001785714285716,Medium
27-2031,Dancers,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.0,0.001488095238095238,0.6934523809523809,0.13,0.6,0.2593630952380952,Low
27-2032,Choreographers,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.0801,0.49107142857142855,0.8348214285714286,0.004,0.8,0.27154535714285716,Low
27-2041,Music Directors and Composers,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.0368,0.5223214285714286,0.42336309523809523,-0.01,0.8,0.1485607738095238,Low
27-2042,Musicians and Singers,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.0,0.004464285714285714,0.20684523809523814,-0.01,0.6,0.10971130952380953,Low
27-3011,Broadcast Announcers and Radio Disc Jockeys,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.0634,0.20386904761904762,0.5818452380952381,0.1,0.8,0.22082130952380954,Low
27-3031,Public Relations Specialists,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.453,0.6666666666666666,0.16443452380952384,0.18,0.8,0.28830863095238096,Low
27-3041,Editors,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.246,0.6622023809523809,0.31547619047619047,0.06,0.8,0.2192690476190476,Low
27-3042,Technical Writers,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.4747,0.7946428571428571,0.47916666666666663,0.89,0.8,0.5176716666666668,Medium
27-3043,Writers and Authors,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.2462,0.6979166666666666,0.30952380952380953,-0.01,0.8,0.2038609523809524,Low
27-3091,Interpreters and Translators,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.4304,0.5267857142857143,0.37648809523809523,0.38,0.8,0.3722820238095238,Medium
27-4011,Audio and Video Technicians,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.0173,0.43601190476190477,0.33333333333333337,0.55,0.6,0.26025333333333334,Low
27-4012,Broadcast Technicians,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.0197,0.37202380952380953,0.5900297619047619,0.74,0.6,0.3633874404761905,Medium
27-4014,Sound Engineering Technicians,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.0,0.5565476190476191,0.7730654761904762,0.13,0.6,0.27926636904761903,Low
27-4021,Photographers,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.195,0.21726190476190477,0.32514880952380953,0.02,0.6,0.2232872023809524,Low
27-4031,"Camera Operators, Television, Video, and Film","Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.1651,0.5952380952380952,0.6279761904761905,0.6,0.6,0.4030340476190476,Medium
27-4032,Film and Video Editors,"Arts, Design, Entertainment, Sports, and Media","Arts, Design, Entertainment, Sports, and Media Occupations",0.2234,0.7083333333333334,0.5394345238095238,0.31,0.6,0.346218630952381,Medium
29-1011,Chiropractors,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.7842261904761905,0.7604166666666666,0.03,1.0,0.19610416666666666,Low
29-1021,"Dentists, General",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0309,0.9925595238095238,0.5126488095238095,0.004,1.0,0.1413222023809524,Low
29-1022,Oral and Maxillofacial Surgeons,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.9992559523809523,0.9836309523809523,0.004,1.0,0.24670773809523808,Low
29-1023,Orthodontists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.9992559523809523,0.9672619047619048,0.02,1.0,0.2458154761904762,Low
29-1024,Prosthodontists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.9955357142857143,0.9985119047619048,0.06,1.0,0.2616279761904762,Low
29-1031,Dietitians and Nutritionists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.1328,0.6770833333333334,0.5007440476190477,0.004,1.0,0.1791060119047619,Low
29-1041,Optometrists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.9598214285714286,0.7730654761904762,0.14,1.0,0.22126636904761904,Low
29-1051,Pharmacists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0896,0.9791666666666666,0.29166666666666663,0.012,1.0,0.11115666666666667,Low
29-1071,Physician Assistants,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.9553571428571429,0.3348214285714286,-0.01,1.0,0.08170535714285715,Low
29-1081,Podiatrists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.9821428571428571,0.9159226190476191,0.005,1.0,0.22998065476190477,Low
29-1122,Occupational Therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.008,0.8720238095238095,0.359375,-0.01,1.0,0.09104374999999999,Low
29-1123,Physical Therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0174,0.8898809523809523,0.24627976190476186,0.02,1.0,0.07252994047619046,Low
29-1124,Radiation Therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.8616071428571429,0.8504464285714286,0.34,0.6,0.34061160714285715,Medium
29-1125,Recreational Therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.4947916666666667,0.8504464285714286,0.003,0.8,0.24321160714285714,Low
29-1126,Respiratory Therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.6726190476190477,0.35565476190476186,0.07,0.6,0.16291369047619048,Low
29-1127,Speech-Language Pathologists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.8318452380952381,0.30654761904761907,0.006,1.0,0.07783690476190477,Low
29-1128,Exercise Physiologists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.5163690476190477,0.8504464285714286,-0.01,1.0,0.21061160714285715,Low
29-1129,"Therapists, All Other",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0402,0.5446428571428571,0.7135416666666667,-0.01,0.6,0.25246541666666666,Low
29-1131,Veterinarians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0926,0.9107142857142857,0.5230654761904762,0.04,1.0,0.17580636904761904,Low
29-1141,Registered Nurses,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0595,0.7931547619047619,0.016369047619047672,-0.01,0.6,0.08589226190476192,Low
29-1151,Nurse Anesthetists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.9940476190476191,0.6279761904761905,-0.01,1.0,0.15499404761904761,Low
29-1161,Nurse Midwives,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.052,0.9434523809523809,0.9389880952380952,-0.01,1.0,0.2535470238095238,Low
29-1171,Nurse Practitioners,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0944,0.9494047619047619,0.24627976190476186,-0.01,1.0,0.09732994047619047,Low
29-1181,Audiologists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.8199404761904762,0.8958333333333334,0.003,1.0,0.22455833333333333,Low
29-2031,Cardiovascular Technologists and Technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.6294642857142857,0.5974702380952381,0.23,0.6,0.2553675595238095,Low
29-2032,Diagnostic Medical Sonographers,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.7976190476190477,0.48809523809523814,0.35,0.6,0.25202380952380954,Low
29-2033,Nuclear Medicine Technologists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0513,0.8273809523809523,0.8348214285714286,0.13,0.6,0.31522535714285715,Low
29-2034,Radiologic Technologists and Technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.6636904761904762,0.2946428571428571,-0.01,0.6,0.13166071428571427,Low
29-2035,Magnetic Resonance Imaging Technologists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.039,0.7901785714285714,0.6614583333333333,-0.01,0.6,0.2389645833333333,Low
29-2051,Dietetic Technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.2446,0.08779761904761904,0.6346726190476191,0.13,0.4,0.3725081547619048,Medium
29-2052,Pharmacy Technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0735,0.19196428571428573,0.14434523809523814,0.92,0.6,0.30948630952380957,Low
29-2053,Psychiatric Technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.19791666666666666,0.43601190476190477,0.04,0.6,0.1770029761904762,Low
29-2055,Surgical Technologists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.48214285714285715,0.3616071428571429,0.34,0.6,0.21840178571428573,Low
29-2056,Veterinary Technologists and Technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.22767857142857142,0.32514880952380953,0.03,0.6,0.1472872023809524,Low
29-2057,Ophthalmic Medical Technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.27380952380952384,0.49627976190476186,-0.01,0.6,0.18206994047619046,Low
29-2061,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.4642857142857143,0.07738095238095233,0.06,0.6,0.09134523809523808,Low
29-2081,"Opticians, Dispensing",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.27827380952380953,0.46502976190476186,0.71,0.6,0.3182574404761905,Low
29-2091,Orthotists and Prosthetists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.7619047619047619,0.8794642857142857,0.004,1.0,0.22066607142857142,Low
29-2092,Hearing Aid Specialists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.5639880952380952,0.9159226190476191,-0.01,0.6,0.28698065476190476,Low
29-2099,"Health Technologists and Technicians, All Other",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0445,0.4211309523809524,0.3303571428571429,-0.01,0.6,0.15838928571428573,Low
29-9091,Athletic Trainers,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0531,0.4851190476190476,0.6815476190476191,0.006999999999999999,1.0,0.1930269047619048,Low
29-9092,Genetic Counselors,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0123,0.8526785714285714,0.9672619047619048,-0.01,1.0,0.2447354761904762,Low
29-9099,"Healthcare Practitioners and Technical Workers, All Other",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical Occupations,0.0,0.5967261904761905,0.6815476190476191,0.06,0.6,0.24238690476190478,Low
31-2011,Occupational Therapy Assistants,Healthcare Support,Healthcare Support Occupations,0.0,0.6696428571428571,0.45238095238095233,0.03,0.6,0.17909523809523809,Low
31-2012,Occupational Therapy Aides,Healthcare Support,Healthcare Support Occupations,0.0661,0.10267857142857142,0.8504464285714286,0.27,0.6,0.35305160714285716,Medium
31-2021,Physical Therapist Assistants,Healthcare Support,Healthcare Support Occupations,0.0,0.6413690476190477,0.25297619047619047,0.018000000000000002,0.6,0.1268440476190476,Low
31-2022,Physical Therapist Aides,Healthcare Support,Healthcare Support Occupations,0.0,0.06994047619047619,0.4174107142857143,0.61,0.4,0.31635267857142857,Low
31-9011,Massage Therapists,Healthcare Support,Healthcare Support Occupations,0.0,0.40327380952380953,0.1941964285714286,0.54,0.6,0.21654910714285716,Low
31-9091,Dental Assistants,Healthcare Support,Healthcare Support Occupations,0.0,0.3244047619047619,0.12202380952380953,0.51,0.6,0.1925059523809524,Low
31-9092,Medical Assistants,Healthcare Support,Healthcare Support Occupations,0.0476,0.20982142857142858,0.049107142857142905,0.3,0.6,0.15131678571428572,Low
31-9093,Medical Equipment Preparers,Healthcare Support,Healthcare Support Occupations,0.0,0.2663690476190476,0.44494047619047616,0.78,0.4,0.35723511904761907,Medium
31-9094,Medical Transcriptionists,Healthcare Support,Healthcare Support Occupations,0.6365,0.24107142857142858,0.42782738095238093,0.89,0.6,0.5995568452380953,Medium
31-9095,Pharmacy Aides,Healthcare Support,Healthcare Support Occupations,0.022,0.0744047619047619,0.5818452380952381,0.72,0.4,0.38826130952380955,Medium
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,Healthcare Support,Healthcare Support Occupations,0.0179,0.09523809523809523,0.234375,0.86,0.6,0.29775375000000004,Low
31-9097,Phlebotomists,Healthcare Support,Healthcare Support Occupations,0.0,0.23139880952380953,0.234375,-0.01,0.6,0.11659375,Low
31-9099,"Healthcare Support Workers, All Other",Healthcare Support,Healthcare Support Occupations,0.0,0.3005952380952381,0.3303571428571429,-0.01,0.6,0.14058928571428572,Low
33-1011,First-Line Supervisors of Correctional Officers,Protective Service,Protective Service Occupations,0.0315,0.71875,0.6495535714285714,0.03,0.6,0.24098839285714285,Low
33-1012,First-Line Supervisors of Police and Detectives,Protective Service,Protective Service Occupations,0.0,0.8943452380952381,0.40625,0.004,0.6,0.1623625,Low
33-1021,First-Line Supervisors of Firefighting and Prevention Workers,Protective Service,Protective Service Occupations,0.0,0.8244047619047619,0.5327380952380952,-0.01,0.6,0.1911845238095238,Low
33-2011,Firefighters,Protective Service,Protective Service Occupations,0.0,0.5208333333333334,0.18898809523809523,0.17,0.6,0.1412470238095238,Low
33-2021,Fire Inspectors and Investigators,Protective Service,Protective Service Occupations,0.0,0.7023809523809523,0.8244047619047619,-0.01,0.6,0.26410119047619046,Low
33-2022,Forest Fire Inspectors and Prevention Specialists,Protective Service,Protective Service Occupations,0.0,0.3541666666666667,0.9672619047619048,0.05,0.6,0.31181547619047617,Low
33-3011,Bailiffs,Protective Service,Protective Service Occupations,0.0,0.4568452380952381,0.7730654761904762,0.36,0.4,0.355266369047619,Medium
33-3012,Correctional Officers and Jailers,Protective Service,Protective Service Occupations,0.0,0.4419642857142857,0.15773809523809523,0.6,0.4,0.2494345238095238,Low
33-3021,Detectives and Criminal Investigators,Protective Service,Protective Service Occupations,0.0374,0.8556547619047619,0.43601190476190477,-0.01,0.6,0.1819629761904762,Low
33-3031,Fish and Game Wardens,Protective Service,Protective Service Occupations,0.0,0.6383928571428571,0.9389880952380952,0.08,0.8,0.28074702380952377,Low
33-3041,Parking Enforcement Workers,Protective Service,Protective Service Occupations,0.0,0.3645833333333333,0.9836309523809523,0.84,0.4,0.503907738095238,Medium
33-3051,Police and Sheriff's Patrol Officers,Protective Service,Protective Service Occupations,0.1234,0.6889880952380952,0.10119047619047616,-0.01,0.6,0.13265761904761902,Low
33-3052,Transit and Railroad Police,Protective Service,Protective Service Occupations,0.0,0.8095238095238095,0.9672619047619048,0.57,0.6,0.41581547619047615,Medium
33-9011,Animal Control Workers,Protective Service,Protective Service Occupations,0.0,0.26860119047619047,0.8244047619047619,0.21,0.4,0.33810119047619047,Medium
33-9021,Private Detectives and Investigators,Protective Service,Protective Service Occupations,0.0,0.5290178571428571,0.6205357142857143,0.31,0.6,0.2771339285714286,Low
33-9031,Gambling Surveillance Officers and Gambling Investigators,Protective Service,Protective Service Occupations,0.0,0.19047619047619047,0.8147321428571428,0.95,0.4,0.4836830357142857,Medium
33-9032,Security Guards,Protective Service,Protective Service Occupations,0.0,0.11011904761904762,0.034226190476190466,0.84,0.4,0.2665565476190476,Low
33-9091,Crossing Guards and Flaggers,Protective Service,Protective Service Occupations,0.0,0.12053571428571429,0.28943452380952384,0.49,0.4,0.260358630952381,Low
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Protective Service,Protective Service Occupations,0.0,0.017857142857142856,0.13913690476190477,-0.01,0.4,0.12278422619047619,Low
33-9093,Transportation Security Screeners,Protective Service,Protective Service Occupations,0.0,0.40625,0.5394345238095238,-0.01,0.4,0.22285863095238095,Low
33-9099,"Protective Service Workers, All Other",Protective Service,Protective Service Occupations,0.0571,0.15773809523809523,0.15476190476190477,-0.01,0.6,0.11953047619047619,Low
35-1011,Chefs and Head Cooks,Food Preparation and Serving Related,Food Preparation and Serving Related Occupations,0.0,0.5066964285714286,0.21726190476190477,0.1,0.6,0.13431547619047618,Low
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,Food Preparation and Serving Related,Food Preparation and Serving Related Occupations,0.0564,0.18898809523809523,0.02529761904761907,0.63,0.4,0.24488440476190476,Low
35-2011,"Cooks, Fast Food",Food Preparation and Serving Related,Food Preparation and Serving Related Occupations,0.0,0.01636904761904762,0.08630952380952384,0.81,0.2,0.30357738095238096,Low
